"competition","club","player","position","reason","matches_missed","age","injury","yellow_cards","injured_since","injured_until","data_type","since","until","player_market_value","player_url","nationality","second_nationality"
"Championship","Oxford United","Ole Romeny","Centre-Forward",NA,NA,25,"Broken foot",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/ole-romeny/profil/spieler/361070","Indonesia","Netherlands"
"Championship","Derby County","Carlton Morris","Centre-Forward",NA,NA,29,"Leg injury",NA,NA,NA,"injuries",NA,NA,6e+06,"https://www.transfermarkt.com/carlton-morris/profil/spieler/246963","England",NA
"Championship","Watford FC","Caleb Wiley","Left-Back",NA,NA,20,"Adductor injury",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/caleb-wiley/profil/spieler/746833","United States",NA
"Championship","Portsmouth FC","Nicolas Schmid","Goalkeeper",NA,NA,28,"Broken finger",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/nicolas-schmid/profil/spieler/291097","Austria",NA
"Championship","Millwall FC","Steven Benda","Goalkeeper",NA,NA,27,"Groin injury",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/steven-benda/profil/spieler/381469","Germany",NA
"Championship","Millwall FC","Will Smallbone","Central Midfield",NA,NA,25,"Hamstring muscle injury",NA,NA,NA,"injuries",NA,NA,5e+06,"https://www.transfermarkt.com/will-smallbone/profil/spieler/444211","Ireland","England"
"Championship","Millwall FC","Lukas Jensen","Goalkeeper",NA,NA,26,"Achilles tendon rupture",NA,NA,NA,"injuries",NA,NA,9e+05,"https://www.transfermarkt.com/lukas-jensen/profil/spieler/581890","Denmark","England"
"Championship","Millwall FC","Danny McNamara","Right-Back",NA,NA,26,"Knee surgery",NA,NA,NA,"injuries",NA,NA,1800000,"https://www.transfermarkt.com/danny-mcnamara/profil/spieler/647138","Ireland","England"
"Championship","Sheffield Wednesday","Olaf Kobacki","Left Winger",NA,NA,24,"Groin injury",NA,NA,NA,"injuries",NA,NA,7e+05,"https://www.transfermarkt.com/olaf-kobacki/profil/spieler/407734","Poland",NA
"Championship","Sheffield Wednesday","Pierce Charles","Goalkeeper",NA,NA,20,"Shoulder injury",NA,NA,NA,"injuries",NA,NA,3e+05,"https://www.transfermarkt.com/pierce-charles/profil/spieler/861600","Northern Ireland","England"
"Championship","Queens Park Rangers","Jake Clarke-Salter","Centre-Back",NA,NA,28,"Hip injury",NA,NA,NA,"injuries",NA,NA,9e+05,"https://www.transfermarkt.com/jake-clarke-salter/profil/spieler/316551","England","Ireland"
"Championship","Queens Park Rangers","Ziyad Larkeche","Left-Back",NA,NA,23,"Cruciate ligament injury",NA,NA,NA,"injuries",NA,NA,8e+05,"https://www.transfermarkt.com/ziyad-larkeche/profil/spieler/618402","France","Algeria"
"Championship","Queens Park Rangers","Kwame Poku","Right Winger",NA,NA,24,"unknown injury",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/kwame-poku/profil/spieler/701062","Ghana","England"
"Championship","Coventry City","Oliver Dovin","Goalkeeper",NA,NA,23,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/oliver-dovin/profil/spieler/527329","Sweden","England"
"Championship","Wrexham AFC","Andy Cannon","Central Midfield",NA,NA,29,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,250000,"https://www.transfermarkt.com/andy-cannon/profil/spieler/341882","England",NA
"Championship","Wrexham AFC","George Thomason","Central Midfield",NA,NA,24,"Thigh problems",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/george-thomason/profil/spieler/735674","England",NA
"Championship","Norwich City","Mathias Kvistgaarden","Centre-Forward",NA,NA,23,"Knee injury",NA,NA,NA,"injuries",NA,NA,1e+07,"https://www.transfermarkt.com/mathias-kvistgaarden/profil/spieler/569663","Denmark",NA
"Championship","Norwich City","Ante Crnac","Centre-Forward",NA,NA,21,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,7e+06,"https://www.transfermarkt.com/ante-crnac/profil/spieler/580635","Croatia",NA
"Championship","Norwich City","Mirko Topić","Defensive Midfield",NA,NA,24,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,5e+06,"https://www.transfermarkt.com/mirko-topic/profil/spieler/615302","Serbia","Bosnia-Herzegovina"
"Championship","Norwich City","Amankwah Forson","Central Midfield",NA,NA,22,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,4500000,"https://www.transfermarkt.com/amankwah-forson/profil/spieler/650944","Ghana",NA
"Championship","Norwich City","Ben Chrisene","Left-Back",NA,NA,21,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/ben-chrisene/profil/spieler/670846","England",NA
"Championship","Norwich City","Papa Amadou Diallo","Left Winger",NA,NA,21,"Muscle injury",NA,NA,NA,"injuries",NA,NA,5e+06,"https://www.transfermarkt.com/papa-amadou-diallo/profil/spieler/1099726","Senegal",NA
"Championship","Hull City","John Lundstram","Defensive Midfield",NA,NA,31,"Calf injury",NA,NA,NA,"injuries",NA,NA,2200000,"https://www.transfermarkt.com/john-lundstram/profil/spieler/156941","England",NA
"Championship","Hull City","Oli McBurnie","Centre-Forward",NA,NA,29,"Calf injury",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/oli-mcburnie/profil/spieler/298477","Scotland","England"
"Championship","Hull City","Liam Millar","Left Winger",NA,NA,26,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,2800000,"https://www.transfermarkt.com/liam-millar/profil/spieler/487417","Canada","England"
"Championship","Hull City","Eliot Matazo","Central Midfield",NA,NA,23,"Cruciate ligament injury",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/eliot-matazo/profil/spieler/535834","Belgium","DR Congo"
"Championship","Middlesbrough FC","Darragh Lenihan","Centre-Back",NA,NA,31,"Ankle surgery",NA,NA,NA,"injuries",NA,NA,8e+05,"https://www.transfermarkt.com/darragh-lenihan/profil/spieler/183167","Ireland",NA
"Championship","Derby County","Lewis Travis","Defensive Midfield",NA,NA,28,"Calf strain",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/lewis-travis/profil/spieler/372802","England",NA
"Championship","Derby County","Owen Beck","Left-Back",NA,NA,23,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1300000,"https://www.transfermarkt.com/owen-beck/profil/spieler/551001","Wales",NA
"Championship","Derby County","Max Johnston","Right-Back",NA,NA,21,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/max-johnston/profil/spieler/652632","Scotland","England"
"Championship","Derby County","David Ozoh","Defensive Midfield",NA,NA,20,"Thigh problems",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/david-ozoh/profil/spieler/865993","England","Spain"
"Championship","Blackburn Rovers","Todd Cantwell","Attacking Midfield",NA,NA,27,"Knee injury",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/todd-cantwell/profil/spieler/332341","England",NA
"Championship","Southampton FC","Welington","Left-Back",NA,NA,24,"Ankle injury",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/welington/profil/spieler/729264","Brazil",NA
"Championship","Birmingham City","Ethan Laird","Right-Back",NA,NA,24,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/ethan-laird/profil/spieler/531679","England","Jamaica"
"Championship","Sheffield United","Jamie Shackleton","Right-Back",NA,NA,26,"Foot injury",NA,NA,NA,"injuries",NA,NA,1300000,"https://www.transfermarkt.com/jamie-shackleton/profil/spieler/534700","England",NA
"Championship","Preston North End","Will Keane","Centre-Forward",NA,NA,32,"Calf injury",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/will-keane/profil/spieler/118535","Ireland","England"
"Championship","Preston North End","Robbie Brady","Left Midfield",NA,NA,33,"Calf injury",NA,NA,NA,"injuries",NA,NA,150000,"https://www.transfermarkt.com/robbie-brady/profil/spieler/128229","Ireland",NA
"Championship","Preston North End","Jordan Thompson","Central Midfield",NA,NA,28,"Ankle surgery",NA,NA,NA,"injuries",NA,NA,8e+05,"https://www.transfermarkt.com/jordan-thompson/profil/spieler/321169","Northern Ireland",NA
"Championship","Preston North End","Josh Seary","Right-Back",NA,NA,21,"Knee injury",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/josh-seary/profil/spieler/854932","Ireland","England"
"Championship","Stoke City","Bosun Lawal","Centre-Back",NA,NA,22,"Hamstring muscle injury",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/bosun-lawal/profil/spieler/724540","Ireland","Nigeria"
"Championship","West Bromwich Albion","Daryl Dike","Centre-Forward",NA,NA,25,"Thigh problems",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/daryl-dike/profil/spieler/638741","United States","Nigeria"
"Championship","Bristol City","Ross McCrorie","Right-Back",NA,NA,27,"unknown injury",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/ross-mccrorie/profil/spieler/293746","Scotland",NA
"Championship","West Bromwich Albion","Josh Maja","Centre-Forward",NA,NA,26,"Calf injury",NA,NA,NA,"injuries",NA,NA,9e+06,"https://www.transfermarkt.com/josh-maja/profil/spieler/453824","Nigeria","England"
"Championship","Bristol City","Cameron Pring","Left-Back",NA,NA,27,"Ankle injury",NA,NA,NA,"injuries",NA,NA,2200000,"https://www.transfermarkt.com/cameron-pring/profil/spieler/547382","England",NA
"Championship","Bristol City","Luke McNally","Centre-Back",NA,NA,26,"Cruciate ligament injury",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/luke-mcnally/profil/spieler/535927","Ireland",NA
"Championship","Bristol City","Jason Knight","Central Midfield",NA,NA,24,"Adductor injury",NA,NA,NA,"injuries",NA,NA,7e+06,"https://www.transfermarkt.com/jason-knight/profil/spieler/530780","Ireland",NA
"Championship","Bristol City","Max Bird","Central Midfield",NA,NA,25,"Calf injury",NA,NA,NA,"injuries",NA,NA,4e+06,"https://www.transfermarkt.com/max-bird/profil/spieler/486464","England",NA
"Championship","Middlesbrough FC","Matt Targett","Left-Back",NA,NA,30,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,3500000,"https://www.transfermarkt.com/matt-targett/profil/spieler/250478","England","Scotland"
"Championship","Bristol City","Joe Williams","Central Midfield",NA,NA,28,"Ankle surgery",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/joe-williams/profil/spieler/268185","England",NA
"Championship","Ipswich Town","Sammie Szmodics","Attacking Midfield",NA,NA,30,"unknown injury",NA,NA,NA,"injuries",NA,NA,7e+06,"https://www.transfermarkt.com/sammie-szmodics/profil/spieler/292139","Ireland","Hungary"
"Championship","Ipswich Town","Conor Townsend","Left-Back",NA,NA,32,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/conor-townsend/profil/spieler/146509","England",NA
"Championship","Middlesbrough FC","Riley McGree","Central Midfield",NA,NA,27,"unknown injury",NA,NA,NA,"injuries",NA,NA,2800000,"https://www.transfermarkt.com/riley-mcgree/profil/spieler/428061","Australia",NA
"Championship","Norwich City","José Córdoba","Centre-Back",NA,NA,24,"Muscle injury",NA,NA,NA,"injuries",NA,NA,4500000,"https://www.transfermarkt.com/jose-cordoba/profil/spieler/698415","Panama",NA
"Championship","Leicester City","Harry Souttar","Centre-Back",NA,NA,27,"Achilles tendon rupture",NA,NA,NA,"injuries",NA,NA,6e+06,"https://www.transfermarkt.com/harry-souttar/profil/spieler/298091","Australia","Scotland"
"Championship","Ipswich Town","Wes Burns","Right Midfield",NA,NA,31,"Knee surgery",NA,NA,NA,"injuries",NA,NA,1800000,"https://www.transfermarkt.com/wes-burns/profil/spieler/255731","Wales",NA
"Championship","Wrexham AFC","Danny Ward","Goalkeeper",NA,NA,32,"Elbow injury",NA,NA,NA,"injuries",NA,NA,8e+05,"https://www.transfermarkt.com/danny-ward/profil/spieler/203026","Wales",NA
"Championship","Watford FC","Rocco Vata","Left Winger",NA,NA,20,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1800000,"https://www.transfermarkt.com/rocco-vata/profil/spieler/741229","Ireland","Albania"
"Championship","Sheffield Wednesday","Guilherme Siqueira","Right-Back",NA,NA,20,"Achilles tendon surgery",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/guilherme-siqueira/profil/spieler/1089410","Brazil","Italy"
"2. Bundesliga","Preußen Münster","Johannes Schenk","Torwart","Rotsperre",2,22,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"2. Bundesliga","SC Paderborn 07","Laurin Curda","Rechtes Mittelfeld","Gelbsperre",1,24,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"2. Bundesliga","1.FC Nürnberg","Rafael Lubach","Zentrales Mittelfeld","Gelbrotsperre",1,20,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"2. Bundesliga","1.FC Magdeburg","Marcus Mathisen","Innenverteidiger","Gelbsperre",1,29,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Preußen Münster","Jano ter Horst","Rechter Verteidiger","Gelbsperre",1,23,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Karlsruher SC","Lilian Egloff","Offensives Mittelfeld",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Hannover 96","Hayate Matsuda","Rechtes Mittelfeld",NA,NA,22,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","1.FC Kaiserslautern","Mika Haas","Linker Verteidiger",NA,NA,20,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","1.FC Nürnberg","Berkay Yilmaz","Linker Verteidiger",NA,NA,20,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Arminia Bielefeld","Benjamin Boakye","Linksaußen",NA,NA,20,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","VfL Bochum","Mats Pannewig","Zentrales Mittelfeld",NA,NA,21,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Eintracht Braunschweig","Fabio Di Michele Sanchez","Linker Verteidiger",NA,NA,22,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Holstein Kiel","Magnus Knudsen","Zentrales Mittelfeld",NA,NA,24,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","1.FC Nürnberg","Fabio Gruber","Innenverteidiger",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Karlsruher SC","Marcel Beifus","Innenverteidiger",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","1.FC Nürnberg","Adam Markhiev","Defensives Mittelfeld",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","1.FC Magdeburg","Rayan Ghrieb","Rechtsaußen",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","SpVgg Greuther Fürth","Felix Klaus","Rechtes Mittelfeld",NA,NA,33,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","SV 07 Elversberg","Lukas Petkov","Rechtsaußen",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Karlsruher SC","Hans Christian Bernat","Torwart",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Preußen Münster","Jannis Heuer","Innenverteidiger",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Hertha BSC","Deyovaisio Zeefuik","Rechter Verteidiger",NA,NA,27,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","SV Darmstadt 98","Marco Richter","Offensives Mittelfeld",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Eintracht Braunschweig","Leon Bell Bell","Linker Verteidiger",NA,NA,29,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","SV 07 Elversberg","Amara Condé","Defensives Mittelfeld",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Preußen Münster","Rico Preißinger","Zentrales Mittelfeld",NA,NA,29,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Karlsruher SC","Nicolai Rapp","Defensives Mittelfeld",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Preußen Münster","Marvin Schulz","Defensives Mittelfeld",NA,NA,30,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"2. Bundesliga","Preußen Münster","Simon Scherder","Innenverteidiger",NA,NA,32,"Kreuzbandriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/simon-scherder/profil/spieler/93979","Deutschland",NA
"2. Bundesliga","Fortuna Düsseldorf","Julian Hettwer","Linksaußen",NA,NA,22,"Meniskuseinriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/julian-hettwer/profil/spieler/675509","Deutschland",NA
"2. Bundesliga","1.FC Kaiserslautern","Kenny-Prince Redondo","Linksaußen",NA,NA,31,"Fußverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/kenny-prince-redondo/profil/spieler/196147","Deutschland","Spanien"
"2. Bundesliga","Hannover 96","Denis Husser","Mittelstürmer",NA,NA,18,"Knöchelbruch",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/denis-husser/profil/spieler/1136977","Deutschland",NA
"2. Bundesliga","Hannover 96","Taycan Kurt","Linksaußen",NA,NA,17,"Wadenbeinbruch",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/taycan-kurt/profil/spieler/1201298","Türkei","Deutschland"
"2. Bundesliga","Karlsruher SC","Efe-Kaan Sihlaroglu","Zentrales Mittelfeld",NA,NA,20,"Knie-OP",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/efe-kaan-sihlaroglu/profil/spieler/927017","Türkei","Deutschland"
"2. Bundesliga","Karlsruher SC","Louey Ben Farhat","Hängende Spitze",NA,NA,19,"Trainingsrückstand",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/louey-ben-farhat/profil/spieler/1045852","Tunesien","Deutschland"
"2. Bundesliga","SV 07 Elversberg","Patryk Dragon","Defensives Mittelfeld",NA,NA,29,"Knieverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/patryk-dragon/profil/spieler/193611","Deutschland","Polen"
"2. Bundesliga","SV 07 Elversberg","Luca Pfeiffer","Mittelstürmer",NA,NA,29,"Fußoperation",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/luca-pfeiffer/profil/spieler/232463","Deutschland",NA
"2. Bundesliga","SV 07 Elversberg","Luis Seifert","Innenverteidiger",NA,NA,21,"Leistenverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/luis-seifert/profil/spieler/806007","Deutschland",NA
"2. Bundesliga","SpVgg Greuther Fürth","Sacha Bansé","Defensives Mittelfeld",NA,NA,24,"Knie-OP",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/sacha-banse/profil/spieler/409485","Burkina Faso","Belgien"
"2. Bundesliga","SpVgg Greuther Fürth","Marco John","Zentrales Mittelfeld",NA,NA,23,"Adduktorenbeschwerden",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/marco-john/profil/spieler/450234","Deutschland",NA
"2. Bundesliga","SpVgg Greuther Fürth","Brynjar Ingi Bjarnason","Innenverteidiger",NA,NA,25,"Fersenverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/brynjar-ingi-bjarnason/profil/spieler/569171","Island",NA
"2. Bundesliga","SpVgg Greuther Fürth","Noah König","Innenverteidiger",NA,NA,22,"Meniskusverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/noah-konig/profil/spieler/685487","Deutschland",NA
"2. Bundesliga","VfL Bochum","Kevin Vogt","Innenverteidiger",NA,NA,34,"Knie-OP",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435","Deutschland",NA
"2. Bundesliga","VfL Bochum","Matus Bero","Zentrales Mittelfeld",NA,NA,30,"Knöchelverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/matus-bero/profil/spieler/204047","Slowakei",NA
"2. Bundesliga","Fortuna Düsseldorf","Tim Rossmann","Linksaußen",NA,NA,22,"Krank",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/tim-rossmann/profil/spieler/692148","Deutschland",NA
"2. Bundesliga","Preußen Münster","Marvin Schulz","Defensives Mittelfeld",NA,NA,30,"Außenbandriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/marvin-schulz/profil/spieler/168678","Deutschland",NA
"2. Bundesliga","SC Paderborn 07","Marcel Hoffmeier","Innenverteidiger",NA,NA,26,"Kreuzbandriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/marcel-hoffmeier/profil/spieler/570152","Deutschland",NA
"2. Bundesliga","SG Dynamo Dresden","Jan-Hendrik Marx","Rechter Verteidiger",NA,NA,30,"Sprunggelenksverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/jan-hendrik-marx/profil/spieler/169295","Deutschland",NA
"2. Bundesliga","SG Dynamo Dresden","Lennart Grill","Torwart",NA,NA,26,"Knieverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/lennart-grill/profil/spieler/309397","Deutschland",NA
"2. Bundesliga","SG Dynamo Dresden","Sascha Risch","Linker Verteidiger",NA,NA,25,"Schultereckgelenkssprengung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/sascha-risch/profil/spieler/383354","Deutschland",NA
"2. Bundesliga","SG Dynamo Dresden","Tony Menzel","Offensives Mittelfeld",NA,NA,20,"Ellenbogenverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/tony-menzel/profil/spieler/824940","Deutschland",NA
"2. Bundesliga","SG Dynamo Dresden","Jakob Zickler","Offensives Mittelfeld",NA,NA,19,"Schulterverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/jakob-zickler/profil/spieler/930613","Österreich","Deutschland"
"2. Bundesliga","1.FC Magdeburg","Daniel Heber","Innenverteidiger",NA,NA,31,"Muskelbündelriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/daniel-heber/profil/spieler/151583","Deutschland","Ghana"
"2. Bundesliga","1.FC Magdeburg","Alexander Ahl-Holmström","Mittelstürmer",NA,NA,26,"Schambeinentzündung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/alexander-ahl-holmstrom/profil/spieler/498171","Schweden",NA
"2. Bundesliga","1.FC Magdeburg","Samuel Loric","Linker Verteidiger",NA,NA,25,"Fußverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/samuel-loric/profil/spieler/648886","Frankreich",NA
"2. Bundesliga","1.FC Magdeburg","Jean Hugonet","Innenverteidiger",NA,NA,26,"Innenbandanriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/jean-hugonet/profil/spieler/695644","Frankreich",NA
"2. Bundesliga","1.FC Magdeburg","Luka Hyryläinen","Defensives Mittelfeld",NA,NA,21,"Schienbeinverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/luka-hyrylainen/profil/spieler/716898","Finnland",NA
"2. Bundesliga","Holstein Kiel","Steven Skrzybski","Mittelstürmer",NA,NA,33,"Fersenprobleme",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/steven-skrzybski/profil/spieler/93827","Deutschland",NA
"2. Bundesliga","Holstein Kiel","Patrick Erras","Innenverteidiger",NA,NA,30,"Gehirnerschütterung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/patrick-erras/profil/spieler/193859","Deutschland",NA
"2. Bundesliga","Holstein Kiel","Andu Kelati","Linksaußen",NA,NA,23,"Knieverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/andu-kelati/profil/spieler/719694","Deutschland","Eritrea"
"2. Bundesliga","FC Schalke 04","Adrian Gantenbein","Rechter Verteidiger",NA,NA,24,"Wadenverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/adrian-gantenbein/profil/spieler/410870","Schweiz",NA
"2. Bundesliga","1.FC Nürnberg","Noah Maboulou","Mittelstürmer",NA,NA,20,"Syndesmosebandanriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/noah-maboulou/profil/spieler/988243","Kongo","Frankreich"
"2. Bundesliga","Arminia Bielefeld","Joel Grodowski","Mittelstürmer",NA,NA,28,"Schulterverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/joel-grodowski/profil/spieler/503854","Deutschland",NA
"2. Bundesliga","1.FC Nürnberg","Eryk Grzywacz","Defensives Mittelfeld",NA,NA,19,"Außenbandanriss",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/eryk-grzywacz/profil/spieler/959294","Polen",NA
"2. Bundesliga","1.FC Nürnberg","Tarek Buchmann","Innenverteidiger",NA,NA,20,"Fußverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/tarek-buchmann/profil/spieler/744729","Deutschland","Togo"
"2. Bundesliga","1.FC Nürnberg","Adam Markhiev","Defensives Mittelfeld",NA,NA,23,"Bänderverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/adam-markhiev/profil/spieler/592878","Finnland","Russland"
"2. Bundesliga","Fortuna Düsseldorf","Valgeir Lunddal","Rechter Verteidiger",NA,NA,24,"muskuläre Probleme",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/valgeir-lunddal/profil/spieler/571310","Island",NA
"2. Bundesliga","Eintracht Braunschweig","Frederik Jäkel","Innenverteidiger",NA,NA,24,"Kreuzbandverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/frederik-jakel/profil/spieler/405679","Deutschland",NA
"2. Bundesliga","1.FC Nürnberg","Henri Koudossou","Rechter Verteidiger",NA,NA,26,"Sprunggelenksverletzung",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/henri-koudossou/profil/spieler/515624","Deutschland","Togo"
"2. Bundesliga","FC Schalke 04","Tomas Kalas","Innenverteidiger",NA,NA,32,"Trainingsrückstand",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/tomas-kalas/profil/spieler/148657","Tschechien",NA
